,movieId,title,genres
60,554,I.Q. (1994),Comedy|Romance
61,108,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
62,729,Junior (1994),Comedy|Sci-Fi
63,5,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
64,588,Little Women (1994),Drama
65,780,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
66,264,Legends of the Fall (1994),Drama|Romance|War|Western
67,679,Miracle on 34th Street (1994),Drama
68,618,Nell (1994),Drama
69,161,Natural Born Killers (1994),Action|Crime|Thriller
70,133,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
71,63,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
72,2,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
73,203,Quiz Show (1994),Drama
74,680,"Specialist, The (1994)",Action|Drama|Thriller
75,56,Stargate (1994),Action|Adventure|Sci-Fi
76,200,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
77,1,"Shawshank Redemption, The (1994)",Crime|Drama
78,749,Tank Girl (1995),Action|Comedy|Sci-Fi
79,112,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
80,444,Tommy Boy (1995),Comedy
81,216,What's Eating Gilbert Grape (1993),Drama
82,140,While You Were Sleeping (1995),Comedy|Romance
83,40,Ace Ventura: Pet Detective (1994),Comedy
84,705,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
85,104,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
86,371,"Client, The (1994)",Drama|Mystery|Thriller
87,297,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
88,584,"Flintstones, The (1994)",Children|Comedy|Fantasy
89,0,Forrest Gump (1994),Comedy|Drama|Romance|War
90,124,Four Weddings and a Funeral (1994),Comedy|Romance
91,766,"Jungle Book, The (1994)",Adventure|Children|Romance
92,32,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
93,42,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
94,239,Maverick (1994),Adventure|Comedy|Western
95,356,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
96,630,"River Wild, The (1994)",Action|Thriller
97,33,Speed (1994),Action|Romance|Thriller
98,30,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
99,190,Addams Family Values (1993),Children|Comedy|Fantasy
100,339,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
101,579,Carlito's Way (1993),Crime|Drama
102,391,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
103,131,Cliffhanger (1993),Action|Adventure|Thriller
104,304,Coneheads (1993),Comedy|Sci-Fi
105,227,Dave (1993),Comedy|Romance
106,596,Dazed and Confused (1993),Comedy
107,204,Demolition Man (1993),Action|Adventure|Sci-Fi
108,132,"Firm, The (1993)",Drama|Thriller
109,702,Free Willy (1993),Adventure|Children|Drama
110,22,"Fugitive, The (1993)",Thriller
111,331,Hot Shots! Part Deux (1993),Action|Comedy|War
112,632,"Hudsucker Proxy, The (1994)",Comedy
113,253,In the Line of Fire (1993),Action|Thriller
114,6,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
115,409,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
116,606,Executive Decision (1996),Action|Adventure|Thriller
117,568,Much Ado About Nothing (1993),Comedy|Romance
118,49,Mrs. Doubtfire (1993),Comedy|Drama
119,279,Philadelphia (1993),Drama
120,317,"Piano, The (1993)",Drama|Romance
121,262,Robin Hood: Men in Tights (1993),Comedy
122,774,Rudy (1993),Drama
123,9,Schindler's List (1993),Drama|War
124,636,Searching for Bobby Fischer (1993),Drama
125,117,Sleepless in Seattle (1993),Comedy|Drama|Romance
126,79,Blade Runner (1982),Action|Sci-Fi|Thriller
127,598,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
128,154,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
129,322,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
130,291,Tombstone (1993),Action|Drama|Western
131,286,True Romance (1993),Crime|Thriller
132,707,"Brady Bunch Movie, The (1995)",Comedy
133,94,Home Alone (1990),Children|Comedy
134,95,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
135,27,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
136,8,Terminator 2: Judgment Day (1991),Action|Sci-Fi
137,38,Dances with Wolves (1990),Adventure|Drama|Western
138,23,Batman (1989),Action|Crime|Thriller
139,3,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
140,220,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
141,46,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
142,332,Pinocchio (1940),Animation|Children|Fantasy|Musical
143,61,Pretty Woman (1990),Comedy|Romance
144,28,Fargo (1996),Comedy|Crime|Drama|Thriller
145,797,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
146,529,"Aristocats, The (1970)",Animation|Children
147,747,Primal Fear (1996),Crime|Drama|Mystery|Thriller
148,39,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
149,288,Dragonheart (1996),Action|Adventure|Fantasy
150,456,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
151,723,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
152,411,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
153,362,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
154,737,Multiplicity (1996),Comedy
155,84,"Rock, The (1996)",Action|Adventure|Thriller
156,80,Twister (1996),Action|Adventure|Romance|Thriller
157,467,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
158,144,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
159,610,Striptease (1996),Comedy|Crime
160,128,Trainspotting (1996),Comedy|Crime|Drama
161,16,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
162,482,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
163,397,"Cable Guy, The (1996)",Comedy|Thriller
164,583,Kingpin (1996),Comedy
165,292,Eraser (1996),Action|Drama|Thriller
166,198,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
167,498,Phenomenon (1996),Drama|Romance
168,743,"Time to Kill, A (1996)",Drama|Thriller
169,701,Ransom (1996),Crime|Thriller
170,788,Matilda (1996),Children|Comedy|Fantasy
171,542,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
172,569,Tin Cup (1996),Comedy|Drama|Romance
173,21,"Godfather, The (1972)",Crime|Drama
174,480,Singin' in the Rain (1952),Comedy|Musical|Romance
175,711,Breakfast at Tiffany's (1961),Drama|Romance
176,334,Vertigo (1958),Drama|Mystery|Romance|Thriller
177,192,Rear Window (1954),Mystery|Thriller
178,369,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
179,437,Some Like It Hot (1959),Comedy|Crime
180,134,Casablanca (1942),Drama|Romance
181,538,"Maltese Falcon, The (1941)",Film-Noir|Mystery
182,735,My Fair Lady (1964),Comedy|Drama|Musical|Romance
183,160,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
184,519,Gone with the Wind (1939),Drama|Romance|War
185,263,Citizen Kane (1941),Drama|Mystery
186,107,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
187,359,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
188,776,"African Queen, The (1951)",Adventure|Comedy|Romance|War
189,703,Cool Runnings (1993),Comedy
190,587,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
191,249,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
192,727,Dumbo (1941),Animation|Children|Drama|Musical
193,621,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
194,293,"Sound of Music, The (1965)",Musical|Romance
195,47,Die Hard (1988),Action|Crime|Thriller
196,573,That Thing You Do! (1996),Comedy|Drama
197,781,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller
198,706,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
199,719,Swingers (1996),Comedy|Drama
200,90,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
201,248,"Fish Called Wanda, A (1988)",Comedy|Crime
202,171,Monty Python's Life of Brian (1979),Comedy
203,746,Bonnie and Clyde (1967),Crime|Drama
204,580,Dirty Dancing (1987),Drama|Musical|Romance
205,68,Reservoir Dogs (1992),Crime|Mystery|Thriller
206,303,Platoon (1986),Drama|War
207,487,Basic Instinct (1992),Crime|Mystery|Thriller
208,704,"Doors, The (1991)",Drama
209,590,"Crying Game, The (1992)",Drama|Romance|Thriller
210,82,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
211,196,Top Gun (1986),Action|Romance
212,309,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
213,649,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
214,60,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
215,381,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
216,777,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
217,518,"English Patient, The (1996)",Drama|Romance|War
218,65,One Flew Over the Cuckoo's Nest (1975),Drama
219,12,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
220,52,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
221,18,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
222,343,Brazil (1985),Fantasy|Sci-Fi
223,76,Aliens (1986),Action|Adventure|Horror|Sci-Fi
224,243,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
225,367,12 Angry Men (1957),Drama
226,531,Lawrence of Arabia (1962),Adventure|Drama|War
227,88,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
228,349,To Kill a Mockingbird (1962),Drama
229,113,Apocalypse Now (1979),Action|Drama|War
230,20,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
231,75,Goodfellas (1990),Crime|Drama
232,45,Alien (1979),Horror|Sci-Fi
233,433,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
234,194,Psycho (1960),Crime|Horror
235,193,"Blues Brothers, The (1980)",Action|Comedy|Musical
236,72,"Godfather: Part II, The (1974)",Crime|Drama
237,129,Full Metal Jacket (1987),Drama|War
238,225,Amadeus (1984),Drama
239,627,Raging Bull (1980),Drama
240,350,Annie Hall (1977),Comedy|Romance
241,628,"Boot, Das (Boat, The) (1981)",Action|Drama|War
242,299,"Sting, The (1973)",Comedy|Crime
243,70,"Terminator, The (1984)",Action|Sci-Fi|Thriller
244,615,Glory (1989),Drama|War
245,795,Manhattan (1979),Comedy|Drama|Romance
246,184,Dead Poets Society (1989),Drama
247,213,"Graduate, The (1967)",Comedy|Drama|Romance
248,734,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
249,517,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
250,344,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
251,106,"Shining, The (1980)",Horror
252,168,Stand by Me (1986),Adventure|Drama
253,775,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
254,563,"Great Escape, The (1963)",Action|Adventure|Drama|War
255,558,"Deer Hunter, The (1978)",Drama|War
256,50,Groundhog Day (1993),Comedy|Fantasy|Romance
257,522,Unforgiven (1992),Drama|Western
258,34,Back to the Future (1985),Adventure|Comedy|Sci-Fi
259,659,Akira (1988),Action|Adventure|Animation|Sci-Fi
260,472,Highlander (1986),Action|Adventure|Fantasy
261,364,Cool Hand Luke (1967),Drama
262,259,Young Frankenstein (1974),Comedy|Fantasy
263,405,Fantasia (1940),Animation|Children|Fantasy|Musical
264,608,Heathers (1989),Comedy
265,750,Ben-Hur (1959),Action|Adventure|Drama
266,282,This Is Spinal Tap (1984),Comedy
267,55,Indiana Jones and the Last Crusade (1989),Action|Adventure
268,382,Field of Dreams (1989),Children|Drama|Fantasy
269,313,Butch Cassidy and the Sundance Kid (1969),Action|Western
270,188,When Harry Met Sally... (1989),Comedy|Romance
271,483,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
272,535,"Birds, The (1963)",Horror|Thriller
273,714,Carrie (1976),Drama|Fantasy|Horror|Thriller
274,166,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
275,489,Sling Blade (1996),Drama
276,490,101 Dalmatians (1996),Adventure|Children|Comedy
277,267,Die Hard 2 (1990),Action|Adventure|Thriller
278,513,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
279,575,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
280,312,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
281,576,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
282,553,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
283,333,Batman Returns (1992),Action|Crime
284,270,Grease (1978),Comedy|Musical|Romance
285,164,Jaws (1975),Action|Horror
286,183,Mars Attacks! (1996),Action|Comedy|Sci-Fi
287,187,Jerry Maguire (1996),Drama|Romance
288,358,Raising Arizona (1987),Comedy
289,499,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
290,258,Scream (1996),Comedy|Horror|Mystery|Thriller
291,657,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
292,422,Donnie Brasco (1997),Crime|Drama
293,236,Liar Liar (1997),Comedy
294,342,Grosse Pointe Blank (1997),Comedy|Crime|Romance
295,137,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
296,93,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
297,274,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
298,341,Con Air (1997),Action|Adventure|Thriller
299,591,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
300,626,My Best Friend's Wedding (1997),Comedy|Romance
301,217,Face/Off (1997),Action|Crime|Drama|Thriller
302,37,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
303,199,Contact (1997),Drama|Sci-Fi
304,557,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
305,348,Air Force One (1997),Action|Thriller
306,170,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
307,145,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
308,219,"Game, The (1997)",Drama|Mystery|Thriller
309,427,Chasing Amy (1997),Comedy|Drama|Romance
310,375,"Full Monty, The (1997)",Comedy|Drama
311,434,The Devil's Advocate (1997),Drama|Mystery|Thriller
312,182,Gattaca (1997),Drama|Sci-Fi|Thriller
313,751,Stripes (1981),Comedy|War
314,658,Boogie Nights (1997),Drama
315,622,Witness (1985),Drama|Romance|Thriller
316,206,Starship Troopers (1997),Action|Sci-Fi
317,77,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
318,526,Alien: Resurrection (1997),Action|Horror|Sci-Fi
319,53,Good Will Hunting (1997),Drama|Romance
320,57,Titanic (1997),Drama|Romance
321,509,Tomorrow Never Dies (1997),Action|Adventure|Thriller
322,461,Jackie Brown (1997),Crime|Drama|Thriller
323,116,"Big Lebowski, The (1998)",Comedy|Crime
324,462,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
325,380,"Wedding Singer, The (1998)",Comedy|Romance
326,147,As Good as It Gets (1997),Comedy|Drama|Romance
327,560,Deep Impact (1998),Drama|Sci-Fi|Thriller
328,789,Godzilla (1998),Action|Sci-Fi|Thriller
329,503,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
330,512,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
331,578,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
332,159,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
333,791,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
334,481,Pi (1998),Drama|Sci-Fi|Thriller
335,118,There's Something About Mary (1998),Comedy|Romance
336,762,West Side Story (1961),Drama|Musical|Romance
337,642,"French Connection, The (1971)",Action|Crime|Thriller
338,295,Rocky (1976),Drama
339,148,Rain Man (1988),Drama
340,592,Labyrinth (1986),Adventure|Fantasy|Musical
341,98,"Breakfast Club, The (1985)",Comedy|Drama
342,476,Poltergeist (1982),Horror|Thriller
343,407,"Exorcist, The (1973)",Horror|Mystery
344,235,Lethal Weapon (1987),Action|Comedy|Crime|Drama
345,475,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
346,502,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
347,599,Gremlins (1984),Comedy|Horror
348,368,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
349,328,"Mask of Zorro, The (1998)",Action|Comedy|Romance
350,180,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
351,176,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
352,673,Bambi (1942),Animation|Children|Drama
353,469,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
354,699,Dune (1984),Adventure|Sci-Fi
355,528,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
356,25,Saving Private Ryan (1998),Action|Drama|War
357,269,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
358,505,Blue Velvet (1986),Drama|Mystery|Thriller
359,408,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
360,390,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
361,272,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
362,537,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
363,612,Peter Pan (1953),Animation|Children|Fantasy|Musical
364,647,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
365,431,Splash (1984),Comedy|Fantasy|Romance
366,440,Tron (1982),Action|Adventure|Sci-Fi
367,111,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
368,676,"Addams Family, The (1991)",Children|Comedy|Fantasy
369,756,"Dark Crystal, The (1982)",Adventure|Fantasy
370,454,Sixteen Candles (1984),Comedy|Romance
371,784,Pretty in Pink (1986),Comedy|Drama|Romance
372,550,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
373,354,Blade (1998),Action|Horror|Thriller
374,165,Beetlejuice (1988),Comedy|Fantasy
375,617,Willow (1988),Action|Adventure|Fantasy
376,284,"Untouchables, The (1987)",Action|Crime|Drama
377,725,Rounders (1998),Drama
378,641,Say Anything... (1989),Comedy|Drama|Romance
379,363,"Few Good Men, A (1992)",Crime|Drama|Thriller
380,574,Rush Hour (1998),Action|Comedy|Crime|Thriller
381,551,Ronin (1998),Action|Crime|Thriller
382,510,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
383,677,"Player, The (1992)",Comedy|Crime|Drama
384,208,Edward Scissorhands (1990),Drama|Fantasy|Romance
385,524,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
386,794,"Producers, The (1968)",Comedy
387,336,My Cousin Vinny (1992),Comedy
388,320,Pleasantville (1998),Comedy|Drama|Fantasy
389,173,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
390,73,American History X (1998),Crime|Drama
391,278,Enemy of the State (1998),Action|Thriller
392,158,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
393,787,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
394,373,Rushmore (1998),Comedy|Drama
395,156,Shakespeare in Love (1998),Comedy|Drama|Romance
396,398,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
397,555,Cocoon (1985),Comedy|Sci-Fi
398,686,"Karate Kid, The (1984)",Drama
399,436,You've Got Mail (1998),Comedy|Romance
400,744,"Thin Red Line, The (1998)",Action|Drama|War
401,556,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
402,366,Crocodile Dundee (1986),Adventure|Comedy
403,507,Payback (1999),Action|Thriller
404,150,Office Space (1999),Comedy|Crime
405,376,Planet of the Apes (1968),Action|Drama|Sci-Fi
406,474,Analyze This (1999),Comedy
407,619,Cruel Intentions (1999),Drama
408,275,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
409,4,"Matrix, The (1999)",Action|Sci-Fi|Thriller
410,395,10 Things I Hate About You (1999),Comedy|Romance
411,645,Go (1999),Comedy|Crime
412,708,Never Been Kissed (1999),Comedy|Romance
413,379,Election (1999),Comedy
414,562,Entrapment (1999),Crime|Thriller
415,181,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
416,58,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
417,323,Superman (1978),Action|Adventure|Sci-Fi
418,450,Superman II (1980),Action|Sci-Fi
419,302,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
420,374,Notting Hill (1999),Comedy|Romance
421,85,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
422,230,Run Lola Run (Lola rennt) (1998),Action|Crime
423,466,Big Daddy (1999),Comedy
424,415,Arachnophobia (1990),Comedy|Horror
425,224,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
426,416,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
427,125,American Pie (1999),Comedy|Romance
428,294,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
429,413,Eyes Wide Shut (1999),Drama|Mystery|Thriller
430,89,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
431,473,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
432,662,Mystery Men (1999),Action|Comedy|Fantasy
433,582,Runaway Bride (1999),Comedy|Romance
434,665,Little Shop of Horrors (1986),Comedy|Horror|Musical
435,663,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
436,29,"Sixth Sense, The (1999)",Drama|Horror|Mystery
437,468,"Thomas Crown Affair, The (1999)",Action|Mystery
438,668,Bowfinger (1999),Comedy
439,178,Airplane! (1980),Comedy
440,163,Big (1988),Comedy|Drama|Fantasy|Romance
441,383,"Christmas Story, A (1983)",Children|Comedy
442,14,American Beauty (1999),Drama|Romance
443,511,Three Kings (1999),Action|Adventure|Comedy|Drama|War
444,640,Boys Don't Cry (1999),Drama
445,577,Risky Business (1983),Comedy
446,177,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
447,110,Ferris Bueller's Day Off (1986),Comedy
448,410,Goldfinger (1964),Action|Adventure|Thriller
449,712,From Russia with Love (1963),Action|Adventure|Thriller
450,786,Dr. No (1962),Action|Adventure|Thriller
451,638,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
452,10,Fight Club (1999),Action|Crime|Drama|Thriller
453,607,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
454,254,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
455,142,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
456,139,Being John Malkovich (1999),Comedy|Drama|Fantasy
457,470,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
458,337,Spaceballs (1987),Comedy|Sci-Fi
459,713,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
460,646,Trading Places (1983),Comedy
461,211,Dogma (1999),Adventure|Comedy|Fantasy
462,314,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
463,652,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
464,717,Fatal Attraction (1987),Drama|Thriller
465,718,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
466,143,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
467,101,"Green Mile, The (1999)",Crime|Drama
468,419,Magnolia (1999),Drama
469,654,Man on the Moon (1999),Comedy|Drama
470,233,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
471,452,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
472,585,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
473,724,Sister Act (1992),Comedy|Crime
